Pantun,Pemantun,Himpunan,Tema,Jenis,Markah
"Pagi pagi kota Siantar,
Sambil mendengar bunyi leguh;
Jika kalian ingin pintar,
Belajar dengan sungguh sungguh.",windi wulandari ,Workshop Pantun Pelajar SMK Panca Budi,bangsa,semangat ,23
"Buah mempelam isinya lunak,
dipotong senang lalu dirasa;
Lauk semalam memanglah enak,
Terkenang-kenang sehingga lusa.",CG Karmin Abbas,FESS DAYA '22,Lauk,Pujian,25
"Ayah mengambilkan kayu jati,
Sambil melihat orang ngelayat;
Pahlawan takkan pernahlah mati,
Akan dikenang  sepanjang hayat.",Windi Wulandari,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan ,Semangat,24
"diwaktu pagi membaca buku,
Buk guru sedang memberi ilmu;
Terima kasihla pahlawanku,
Sungguh besarnya jasa jasamu.",windi wulandari,Workshop Pantun Pelajar SMK Panca Budi,pahlawan ,semangat ,23
"Jalan jalan bersama kawan,
 Jangan lupa membeli alas;
Selamat jalan para pahlawan,
pengorbananmu pasti terbalas.
",windi wulandari,Workshop Pantun Pelajar SMK Panca Budi,pahlawan ,semangat,24
"Perak se etsa tanda diberi,
asri menawan beraksa-raksa;
Cendekia bangsa lagi bestari, 
arif budiman penyuluh bangsa.",CG Karmin Abbas ,FESS DAYA '22,Penyuluh Bangsa,Anugerah,25
"Buah dimakan bibir sariawan
Buahnya langka si buah mangga
Mari doakan para pahlawan
Agar mereka tenang di surga
",M.RIDUAN HABIBI,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan ,Sedih,24
"
Di tepi ladang memetik turi,
ikan cencaru enak dibakar;
Makan sehidang dengan isteri,
semakin seru kasih memekar.
",CG Karmin Abbas ,FESS DAYA '22,Kasih Sayang,Pujian,25
"duduk diteras melihat awan
duduknya sambil makan kuini
sungguh mulia jasa pahlawan
yang diberi untuk negri ini",Putri Wulandari ,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Semangat ,23
"Berkain katun dari seberang,
tidak berantun dalam perahu;
Tulis pantun kalau sembarang,
itu bantun kalau nak tahu.",CG Karmin Abbas,FESS DAYA '22,Berpantun,Sindiran,25
"Di pesta memakan sup kari
Tak lupa juga memakan buah kiwi
Marilah kita menjaga negri
Demi menjaga ibu Pertiwi ",Ryan akbar,Workshop Pantun Pelajar SMK Panca Budi,Kebangsaan,,24
"pergi ke gudang membeli lada
Membeli lada menggukan uang
Meski raga pejuang telah tiada,
Namamu tetap akan dikenang.",fangdi,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Semangat,20
#NAME?,Ryan akbar,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,,14
"
Pergi keladang dengan ceria
Untuk mengambil buah semangka
Jika benar cinta dan setia 
Lanjutkan perjuangan mereka ",M.riduanhabibi ,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan ,Cinta rasa ,23
"Ke cempa membeli makroni,
bulan februari main biola;
Jangan lupa tanggal satu juni,
Itulah hari lahir pancasila.",M.wildan habibi,Workshop Pantun Pelajar SMK Panca Budi,Memperingati hari lahir pancasila,,23
"Siang siang makan semangka
Semangka di panen di hari Selasa
Dari berperang hingga merdeka
Para pahlawan sangat berjasa",Indah kesuma,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,,22
"Naik delman melihat awan,
Senang hati riang gembira;
Jangan lupa mengenang jasa pahlawan, 
Tumbuhkan semangat juang yang membara",Muhammad Raffi,Workshop Pantun Pelajar SMK Panca Budi,,,23
"Pergi ke pasar beli buku,
Ke pasarnya bersama Wawan;
Merdeka kita telah bersatu,
Jangan lupakan para pahlawan ",Dea amanda ,Workshop Pantun Pelajar SMK Panca Budi,KEPAHLAWANAN,SEMANGAT ,21
"
pagi cerah melihat awan,
Bertamasya keliling candi borubudur;
Jayalah engkau pahlawan,
Terus maju pantang mundur.",Andika,Workshop Pantun Pelajar SMK Panca Budi,,,18
"Menanam ubi di pinggir ladang, 
Jangan lupa mencabut rumputnya;
Sejarah yang paling mengenang, 
Tentu perjuangan para pahlawan. ",AMYLIA SUCI WIJAYANTI,Workshop Pantun Pelajar SMK Panca Budi,PAHLAWAN ,SEMANGAT,18
"Pergi ke titi bersama kawan,
di tepi titi meraih kerang;
Jadi seperti sosok pahlawan,
berani mati di medan perang.",Andika Prasetya,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Semangat,24
"Asap hitam mulai turunkan hujan 
Asap nya hilang senang kan masyarakat
Jiwa besar para pahlawan
Akan kubawa hingga akhir hayat",Putri Wulandari ,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,,17
"Pergi sekolah bersama mumu, 
Pulang kerumah bertemu ari;
Semangat membara dalam tubuhmu, 
Taklukkan mereka penjajah negri. ",AMYLIA SUCI WIJAYANTI,Workshop Pantun Pelajar SMK Panca Budi,PAHLAWAN,SEMANGAT,23
"siang siang makan bakwan,
minumnya sirup kurnia;
sungguh besar jasa pahlawan,
untuk membela negara indonesia.",Nanda Alisa Putri,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Semangat,16
"di jalan banyak polusi,
sampe simpang jumpa hani;
salah satu pahlawan revolusi,
ya Jendral ahmad yani.",Nanda Alisa Putri,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan ,Semangat,17
"kepasar bersama pak wawan,
sampai pasar jumpa tesa;
terimakasih kepada para pahlawan,
karena sudah membela bangsa.

",Nanda Alisa Putri,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Semangat,18
"Sore sore pergi memancing, 
Pergi memancing lewat kuburan;
Berjuang dengan bambu runcing, 
Nyawa sudah pasti dipertaruhkan. ",amylia,Workshop Pantun Pelajar SMK Panca Budi,PAHLAWAN,SEMANGAT,19
"Air sungai warnanya bening
Pergi ke sungai mencari kepah
Maju dengan membawa bambu runcing
Semangat membara mengusir penjajah",Alfan prihandiki,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Umum,17
"Pergi ke sungai mencari kepah
Mencari kepah sampai babura
Kalau hidup mau berkah
Jangan pernah melawan orang tua",Alfan prihandiki,Workshop Pantun Pelajar SMK Panca Budi,Nasihat,Nasihat,14
"Pergi kehutan dengan ceria
Untuk mengambil buah semangka 
Jika benar cinta dan setia 
Lanjutkan perjuangan mereka 
",M.riduan habibi ,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan ,Semangka ,23
"Keliling hutan dikejar beruang
Bersembunyi  di balik rawa rawa 
Sungguh besar jasa pejuang 
Direbut dengan darah dan nyawa",M.riduanhabibi ,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan ,Beruang,19
"Kakek sedang memotong kuku,
potong kuku di ruang tamu;
Terimakasih pahlawanku,
Sungguh besar jasa-jasamu.",AN NISAU SYAFI ,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan ,Perjuangan,23
"Petik mangga yang sudah matang,
yang sudang matang manis rasanya;
Sungguh besar jasa pejuang,
rela mati demi bangsanya.",Annisa Putri ,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Semangat ,20
"Pakai kebaya potongan Medan,
bercorak Deli secoklat kayu;
Nampak bergaya nampak sepadan,
busana asli orang Melayu.",CG Karmin Abbas,FESS DAYA '22,Busana Melayu,Pujian,25
"Bunga berakar subur berdiri,
Jaringan sesak hari ke hari,
Bumi mekar diberi Al-Baari,
Jangan dirosak dan dicemari.",Nur Razmie Zuhairah Binti Mohd Razar - JEMPOL,Penggemar Pantun,Sayangi Alam Sekitar,jagalah bumi,25
"Kuningnya kuini dipotong nyonya,
Dimakan perawan manisnya rasa;
Buana kini kurang hijaunya,
Habitat haiwan menjadi mangsa.",SITI NUR DINI SMKA SHAMS,Penggemar Pantun,Sayangi Alam Sekitar,Jagalah Bumi,25
"Sudah banyak disesak masa
Usah mengantuk baru redah
Sudah banyak dirosak binasa
Usah terhantuk baru tengadah",NAQEEB YUSUF BIN YASNI SMKA SHAMS,Penggemar Pantun,Sayangi Alam Sekitar,Jagalah Alam Sekitar,25
"puteri bunian nian berseri,
pujaan hati jejaka bestari,
rosak kian sungai diberi,
jangan kati dipulang nyeri.",MUHAMMADKHUHAFIZISEREMBAN1,Penggemar Pantun,Sayangi Alam Sekitar,Jagalah bumi kita ,25
"Tumbuh kedangsa sepanjang jalan,
Rimbun sena dalam belantara;
Asingkan sisa jadi amalan,
Insan cakna jagat sejahtera",DANISH YUSRI(SEREMBAN 2),Penggemar Pantun,Jagalah Alam Sekitar,Jagalah Bumi,25
"Terjumpa sampan di tepi gerbang,
Gerbang tenggelam sudah dicatat;
Hutan simpan semakin ditebang,
Musnah alam matinya habitat.
",Siti Sophia,Penggemar Pantun,Alam sekitar,Jagalah bumi kita,25
"Anak lotong ditangkap sakai,
lepas sudah ke bukit hala;
Guna tong-tong barang terpakai,
agar mudah kitar semula.",CG Karmin Abbas,Pertandingan Pantun Negeri Sembilan 2022,Penjagaan Alam Sekitar,Kitar semula,25
"Ditebar-tebar sayapnya angsa,
parang dikepit nampaklah ulu;
Tersenyum lebar sepanjang masa,
jiwa terhimpit lidah pun kelu.",CG Karmin Abbas,Penggemar Pantun,Tekanan jiwa,Perasaan,25
"Berkokok denak atas gelugu,
berjela-jela di pinggir desa;
Suara lunak alunkan lagu,
disela-sela kejutan rasa.",CG Karmin Abbas,FESDAYA '22,Tok Selampit,Seni,25
"Melihat hilal menghitung fitri,
berbagai kota bersidang isbat;
Halal bi halal kita syukuri,
tanda kita umat bermartabat. ",Agusnadi Talah,Penggemar Pantun,Agama,Silaturrahmi,25
"Rupawan sunti umpama purnama,
sopan berkerudung,atas pelamin;
Jagalah bumi peranan bersama,
rimba terlindung akuatik terjamin.",AMRAHMUTIAH SEREMBAN 1,Penggemar Pantun,SAYANGI ALAM SEKITAR,PANTUN 4 KERAT,24
"Dikebun binatang ada beruang,
beruang bukan hewan melata;
Bertumpah darah ketika berjuang,
demi tanah air yang tercinta.",Andini puspita wulandari,Workshop Pantun Pelajar SMK Panca Budi,pahlawan,semangat,19
"Buah pisang warnanya kuning,
Buah nangka menggugah selera;
Dengan menenteng bambu runcing,
Tekadmu hendak membela negara.",T.Dea amanda,Workshop Pantun Pelajar SMK Panca Budi,PAHLAWAN,SEMANGAT ,19
"Pergi keluar mencari kawan,
Bermain dengan kawan sampai baju kotor;
Mari kita kenang jasa pahlawan,
Lalu tumbangkan para koruptor. ",Dimas Fahrezy,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Semangat,18
"Pernah melihat tapi terasa asing,
setelah teringat sangat bersejarah;
Membawa senjata bambu runcing, 
untuk melawan para penjajah. ",Nazwa Aqila ,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan ,Semangat ,19
"Musim kemarau tanah kering 
Tanah kering semua merata
Maju membawa bambu runcing
Semangat membela negara tercinta",Alisya nabila haqyul,Workshop Pantun Pelajar SMK Panca Budi,pahlawan,semangat,19
"Beli galon di toko bu Ida,
Minta merek yang Aqua;
Tanam ilmu usia muda,
Lalu tuai di usia tua.",Novita Anggraini ,Workshop Pantun Pelajar SMK Panca Budi,,Motivasi ,15
"kerumah sakit untuk diobati
dokternya orang betawi
pahlawan berjuang sampai mati
untuk harumkan ibu pertiwi",fathir ahmad pasha ,Workshop Pantun Pelajar SMK Panca Budi,pahlawan,kemerdekaan,18
"Bulan puasa di larang makan
apalagi memakan kerang
Jangan lupa kita doakan
pahlawan yang gugur dimedan perang",Widya hartantri ,Workshop Pantun Pelajar SMK Panca Budi,kepahlawanan dan kebangsaan ,semangat ,21
"Ada tamu dari Semarang, 
Disuguhkan kue ketawa;
Tidak takut untuk berperang,
Walau harta dan nyawa taruhannya.",,Workshop Pantun Pelajar SMK Panca Budi,,,16
"Ada tamu dari Semarang,
Disuguhkan kue ketawa;
Tidak takut untuk berperang,
Walau harta dan nyawa taruhannya ",,Workshop Pantun Pelajar SMK Panca Budi,,,16
"Ada tamu dari Semarang,
Ibu sajikan kue ketawa;
Tidak takut untuk berperang,
walau harta dan nyawa taruhannya.",Novita Anggraini ,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan ,Semangat ,20
"Jalan-jalan bersama akang,
Ketahuan ibu di lempar piring;
Sekelompok pemuda sedang berjuang,
Melawan penjajah dengan bambu.",Tita Nur Utami,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan,Semangat,17
"Beli melati dikota semarang, 
Bunga melati harum baunya;
Sungguh besar jasa pejuang, 
Rela mati demi bangsanya. ",Amylia Suci Wijayanti,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan ,Semangat ,21
"Ombak deras di lautan,
Dilautan banyak kekarangannya;
Hargai jasa para pahlawan,
Rela mati demi bangsanya.",Fazira Nazwa,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan ,Semangat,16
"Walau matahari indah dilihat,
Tapi suka membuat keringat;
Walau ragamu sudah tak terlihat,
Tapi jasamu selalu di ingat.",Novita Anggraini ,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan ,semangat ,22
"Petik mangga yang sudah matang,
sudah matang manis rasanya;
Sungguh besar jasa pejuang,
rela mati demi bangsanya ",Annisa Putri,SMK Panca Budi,Pahlawan,Semangat,21
"Pergi ke pasar membeli pita,
beli juga segulung sejadah;
Sungguhlah hebat pahlawan kita,
bebaskan negri dari penjajah.",Annisa Putri,SMK Panca Budi,Pahlawan,Semangat,21
"Ke pasar malam bersama Anya,
Sampai di sana bertemu Salwa;
Kemerdekaan itu mahal harganya,
direbut dengan darah dan nyawa.",Annisa Putri,SMK Panca Budi,Pahlawan,Semangat,22
"Pergi ke panglong membeli tangga,
sekalian membeli batu bata;
Kemerdekaan itu harus dijaga,
untuk menghormati pahlawan kita.",Annisa Putri,SMK Panca Budi,Pahlawan,Semangat,21
"Pergi ke apotik membeli kain kasa,
sampai di sana bertemu Budi;
Singkirkan para pengkhianat bangsa,
jadilah warga yang mau mengabdi.",Annisa Putri,SMK Panca Budi,Pahlawan,Semangat,18
"Ayah mencari kayu jati,
Adik sedang memakan coklat;
Pahlawan takan pernah mati,
Akan terkenang sepanjang hayat.",windi wulandari,Workshop Pantun Pelajar SMK Panca Budi,pahlawan ,semangat ,20
"Pernah melihat tapi terasa asing,
Setelah teringat sangat bersejarah;
Membawa senjata bambu runcing,
Untuk melawan para penjajah.",Nazwa Aqila ,Workshop Pantun Pelajar SMK Panca Budi,Pahlawan ,Semangat ,19
"Ibukota Riau di Pekanbaru,
kota megah ciptaan sang penguasa;
Sungguhlah mulia jasamu guru,
guru pahlawan tak berkira jasa.",Nayla Aurelia,Workshop Pantun Pelajar SMK Panca Budi,pahlawan,semangat,23
"Bambunya tajam ujungnya runcing,
tulis cerita bentuknya syair;
Pado mengayom si anak kucing,
elok berteman dengan penyair.",Assoc. Prof. Siamir Marulafau ,FESS DAYA '22,Teman,Gurau,23
"Joget Lambak langkahnya asri,
corak sulam berjelai-jelai;
Berombak-ombak tidak terperi,
tangkasnya dalam lemah gemalai.",CG Karmin Abbas,FESS DAYA '22,Budaya,Tarian,25
"Secangkir kopi herba remujung,
kopinya manis dirasa enak;
Pabila Tuan hendak berkunjung,
elok kabari pada khalayak.",Assoc. Prof. Siamir Marulafau,FESS DAYA '22,Muhibbah,Undang,2
"Sambal berlado sambalnya pedas,
Sambalnya hijau bertabur garam;
Pabila Tuan ingin menggagas,
Amboi bermuka tidaklah buram.",Assoc. Prof. Siamir Marufalau,FESS DAYA '22,Bijak,Pujian,21
"Kopi aren kopilah Sumatera,
di waktu malam diminum sahabat;
Pabila kangen Karmin membara,
berucap salam pada kerabat.",Assoc. Prof. Siamir Marulafau,Fess Daya '22,Persahabatan,Rindu,24
"Burung punai tabang malayang,
tabang malayang dari Malaysia;
Pabila Tuan berkasih sayang,
elok singgah ke Pulau Sumatra.",Assoc. Prof. Siamir Marulafau,Fess Daya '22,Persahabatan,Rindu,21
"Pulutku ini berbungkus palas,
sudah belasan daunnya liat;
Sahabatku ini orangnya ikhlas,
tak minta balasan apa dibuat.",CG Karmin Abbas,FESS DAYA '22,Sahabat,Pujian,25
"Perahu berlayar di tengah tasik,
Berhenti sebentar di tepi paya;
Sukarlah dia untuk diusik,
insan solehah hiasan maya. ",Anis sofia ,FESDAYA '22,Muhasabah,Pantun muhasabah,23
"Kaki berdarah tertusuk belati 
Tidak tergambar sebaris ayat
Jasanya ayah tunjukkan sakti
Akan dikenang sepanjang hayat",Anis sofia ,FESDAYA '22,Kasih sayang ,Pantun keluarga ,22
"Patah tumbang si pokok tua,
Ditetak ditolak oleh manusia,
Gegak gempita si mergastua,
Dek ngauman dari jentera .
",Wan Nurul Izzah Binti Wan Zahari ,FESDAYA '22,Alam sekitar ,Pantun empat kerat ,19
"sorok papan di dalam perahu, 
bersama kakak yang aku sayangi,
hajat di hati ingin bertamu, 
ke rumah keluarga yang aku cintai",amalin aisya,FESDAYA '22,keluarga,pantin,17
"masuk ke dapur memasak nasi,
sambil memasang lampu pelita,
lelaki soleh idaman hati,
semoga doa-ku menjadi nyata",amalin aisya,FESDAYA '22,Jiwa,jiwa,20
"Layang-layang terbang tinggi, 
Ditiup angin menuju selatan;
Akal sihat berfikiran tinggi, 
Bina tujuan kejar kejayaan.

",Winzella Wasthy Singa,FESDAYA '22,Impian,Nasihat,16
"Secubit garam cukuplah rasa,
manakah laja tumbuh di lahan;
Pengaruh selebgram makin luasa,
anak remaja perlukan asuhan.",CG Karmin Abbas,FESDAYA '22,Pengaruh Media Sosial,Masalah,24
"Kayu-kayan di gigir-gigir,
buat pangkin berbasa-basi;
Kerja nelayan makin terpinggir,
belia makin tolak tradisi.",CG Karmin Abbas,FESDAYA '22,Kerja Nelayan,Masalah,25
"Tepi pintu letak hiasan,
ada satwa di luar sangkar;
Turath itu ilmu warisan,
lahirkan siswa siswi pakar.",CG Karmin Abbas,FESDAYA '22,Ilmu Warisan,Pendidikan,25
"Molek kebaya berkain panjang,
bersanggul logam buat hiasan;
Pengaruh budaya berakar tunjang,
menjadikan ragam dalam warisan.",CG Karmin Abbas,FESDAYA '22,Pengaruh Budaya,Sejarah,25
"Rumus-rumus adun ramuan,
hendak jamu hingga berbesing;
Gunakan kamus menjadi panduan,
kuasai ilmu bahasa asing.",CG Karmin Abbas,FESDAYA '22,Kuasai Ilmu,Nasihat,25
"Tinggi kawasan tanahnya merah,
megah belaka dalam hikayat;
Tapak warisan tapak sejarah,
satu pusaka satu riwayat.",CG Karmin Abbas,FESDAYA '22,Warisan,Sejarah,25
"buah cempedak luar pagar
ambil galah tolong jolokkan
saya budak baru belajar
kalau salah tolong tunjukkan",CG Karmin Abbas,Himpunan Pantun CG Karmin Abbas,Belajar,Warisan,23
"Jikalau pergi ke Pulau Saga,
haruslah singgah Pulau Penyengat;
Tidaklah rugi berolah raga,
semakin gagah jiwapun hangat.",Assoc.Prof.Siamir Marulafau,FESDAYA '22,Pantun Nasihat,Nasihat,25
"Orang jawa beli pepaya,
orang jepun membeli salak;
Pabila jiwa tidak berdaya,
makan apa pun terasa jelak.",Assoc.Prof.Siamir Marulafau,FESDAYA '22,Daya,Nasihat,25
"Atas pintu langsirnya putih,
tudung saji lekat di paku;
Berkedim itu adat perpatih,
mengikat janji bertukar suku.",CG Karmin Abbas,FESDAYA '22,Berkedim,Adat Perpatih,25
"Meredup awan berkukur balam,
kiri ke kanan mestilah peka;
Tabiat haiwan petanda alam,
patuh pesanan elak petaka.",CG Karmin Abbas ,FESDAYA '22,Kelok,Haiwan Petanda,25
"Sungguhlah nyaman di mahameru,
Raja berkenan berperi-peri;
Masuklah ke taman pergi berburu,
cari makanan idaman isteri.",CG Karmin Abbas ,FESDAYA '22,Taman Diraja,Lanskap,25
"Bingkainya papan diikat tangsi,
gantung di pangkal berlatar ambal;
Langkah ke depan dengan tradisi,
unsurnya lokal ke tahap global.",CG Karmin Abbas,FESDAYA '22,Tradisi,Inspirasi,25
"Besinya bukan sebarang besi,
besi kursani beradun gangsa;
UPSI bukan sebarang UPSI,
siswa siswi penyuluh bangsa.",CG Karmin Abbas ,FESDAYA '22,Semangat,Pujian,24
"Segarang-garang  ladanya merah,
hijau mentimun penyinar seri;
Seberang-berang ketika marah,
kuat melamun memujuk diri.",CG Karmin Abbas ,Himpunan Pantun CG Karmin ,Marah,Gurau,25
"Kukur kelapa lipat belebat,
barang sekati di atas para;
Belum jumpa jadi sahabat,
sudah nanti jadi saudara.",CG Karmin Abbas ,Himpunan Pantun CG Karmin ,Sahabat,Harapan,25
"Ikan Todak memanglah lain, 
muncung ada senjata kuat;
Kalau budak kuat bermain,
Itu tanda raganya liat.",CG Karmin Abbas ,Himpunan Pantun CG Karmin ,Sihat ,Motivasi,25
"Di tepi desa riuh gelumat,
ayam di hutan sedang berlaga;
Masa periksa tertekan amat,
habis ujian barulah lega.",CG Karmin Abbas ,Himpunan Pantun CG Karmin ,Periksa ,Jenaka,24
"Meletak dedak makanan angsa,
dedak dibuat negeri siam;
Budak-budak duduki periksa,
dulu geliat sekarang diam.",CG Karmin Abbas ,Himpunan Pantun CG Karmin ,Periksa,Jenaka,25
"Guna secangkir ataupun dua,
takkan ceracam diacan- acan,
Terdaya berfikir sejam dua,
tak macam kera kena belacan.",CG Karmin Abbas ,Himpunan Pantun CG Karmin ,Periksa,Jenaka,24
"Bulan Safar bulan ke dua,
hadap kiblat tangan ditadah;
Masjid Istighfar tempat bersua,
selepas solat kami riadah.",CG Karmin Abbas,Himpunan Pantun CG Karmin,Riadah,Semangat,25
"Sungailah Perak berkelok-kelok,
luas terbentang dari angkasa;
Jauhnya jarak pandangan elok,
makmur ditatang berbangsa-bangsa.",CG Karmin Abbas,Himpunan Pantun CG Karmin Abbas,Indah,Negara,25
"Kain batik padan kebaya,
Gadis kota menari inang;
Peri cantik nilai budaya, 
Adat kita bila meminang.   ",Yahya Isa,Pantun Warisan Yahya Isa,Meminang,Warisan,25
"Harum tangan bau kerisik,
Daging  bakar berasa nyaman;
Tertib dengan awal merisik,
Mawar mekar tengah halaman.",Yahya Isa,Pantun Warisan Yahya Isa,Meminang,Warisan,25
